 ,Label,Area,X,Y,Circ.,AR,Round,Solidity
572,041172025_PRAS_DF4x_10x_Q4.jpg (red),8,1647.625,595.000,0.914,1.308,0.764,0.800
573,041172025_PRAS_DF4x_10x_Q4.jpg (red),9,180.056,595.167,1.000,1.536,0.651,0.857
574,041172025_PRAS_DF4x_10x_Q4.jpg (red),78,423.051,600.192,0.817,1.565,0.639,0.876
575,041172025_PRAS_DF4x_10x_Q4.jpg (red),17,749.088,597.971,0.911,1.094,0.914,0.829
576,041172025_PRAS_DF4x_10x_Q4.jpg (red),5,668.500,597.500,0.873,1.000,1.000,0.714
577,041172025_PRAS_DF4x_10x_Q4.jpg (red),131,737.271,602.271,0.958,1.076,0.930,0.923
578,041172025_PRAS_DF4x_10x_Q4.jpg (red),117,1655.893,602.645,0.917,1.183,0.846,0.918
579,041172025_PRAS_DF4x_10x_Q4.jpg (red),91,105.313,603.104,1.000,1.127,0.887,0.933
580,041172025_PRAS_DF4x_10x_Q4.jpg (red),15,209.900,600.633,0.465,2.269,0.441,0.667
581,041172025_PRAS_DF4x_10x_Q4.jpg (red),26,980.346,601.423,0.760,1.495,0.669,0.839
582,041172025_PRAS_DF4x_10x_Q4.jpg (red),26,349.731,604.423,0.619,2.090,0.479,0.712
583,041172025_PRAS_DF4x_10x_Q4.jpg (red),20,584.800,603.650,0.838,2.013,0.497,0.851
584,041172025_PRAS_DF4x_10x_Q4.jpg (red),94,1155.979,605.819,0.922,1.195,0.837,0.908
585,041172025_PRAS_DF4x_10x_Q4.jpg (red),135,1811.063,606.819,0.934,1.229,0.814,0.934
586,041172025_PRAS_DF4x_10x_Q4.jpg (red),54,1495.167,605.185,0.933,1.139,0.878,0.885
587,041172025_PRAS_DF4x_10x_Q4.jpg (red),46,1975.413,604.739,0.945,1.195,0.837,0.911
588,041172025_PRAS_DF4x_10x_Q4.jpg (red),102,640.549,607.520,1.000,1.131,0.884,0.949
589,041172025_PRAS_DF4x_10x_Q4.jpg (red),6,35.167,604.833,0.916,1.593,0.628,0.857
590,041172025_PRAS_DF4x_10x_Q4.jpg (red),23,467.370,608.457,0.536,1.756,0.570,0.667
591,041172025_PRAS_DF4x_10x_Q4.jpg (red),24,1300.917,607.458,0.916,1.082,0.924,0.828
592,041172025_PRAS_DF4x_10x_Q4.jpg (red),31,124.823,610.500,0.484,1.876,0.533,0.653
593,041172025_PRAS_DF4x_10x_Q4.jpg (red),28,243.143,610.393,0.505,1.734,0.577,0.644
594,041172025_PRAS_DF4x_10x_Q4.jpg (red),22,191.182,610.364,0.681,1.512,0.661,0.800
595,041172025_PRAS_DF4x_10x_Q4.jpg (red),17,1872.265,612.206,0.911,1.553,0.644,0.850
596,041172025_PRAS_DF4x_10x_Q4.jpg (red),52,1681.769,614.827,0.898,1.046,0.956,0.912
597,041172025_PRAS_DF4x_10x_Q4.jpg (red),87,1798.810,617.224,0.957,1.093,0.915,0.926
598,041172025_PRAS_DF4x_10x_Q4.jpg (red),43,2135.500,615.384,0.909,1.577,0.634,0.896
599,041172025_PRAS_DF4x_10x_Q4.jpg (red),27,80.944,617.056,0.887,1.166,0.858,0.857
600,041172025_PRAS_DF4x_10x_Q4.jpg (red),50,1649.260,621.200,0.635,1.115,0.897,0.781
601,041172025_PRAS_DF4x_10x_Q4.jpg (red),31,1145.242,621.790,0.475,1.921,0.521,0.626
602,041172025_PRAS_DF4x_10x_Q4.jpg (red),11,1454.045,624.591,0.780,1.724,0.580,0.759
603,041172025_PRAS_DF4x_10x_Q4.jpg (red),53,2248.236,627.368,0.939,1.282,0.780,0.848
604,041172025_PRAS_DF4x_10x_Q4.jpg (red),38,1114.842,628.132,0.905,1.165,0.858,0.854
605,041172025_PRAS_DF4x_10x_Q4.jpg (red),22,1592.500,627.864,0.788,1.591,0.628,0.830
606,041172025_PRAS_DF4x_10x_Q4.jpg (red),16,1148.875,626.938,0.772,1.640,0.610,0.780
607,041172025_PRAS_DF4x_10x_Q4.jpg (red),82,1899.012,632.671,0.488,1.832,0.546,0.680
608,041172025_PRAS_DF4x_10x_Q4.jpg (red),110,1329.782,631.636,0.955,1.074,0.931,0.921
609,041172025_PRAS_DF4x_10x_Q4.jpg (red),42,1526.952,630.929,0.793,1.290,0.775,0.840
610,041172025_PRAS_DF4x_10x_Q4.jpg (red),9,357.278,628.944,0.923,2.386,0.419,0.947
611,041172025_PRAS_DF4x_10x_Q4.jpg (red),10,566.700,631.300,0.887,1.774,0.564,0.800
612,041172025_PRAS_DF4x_10x_Q4.jpg (red),27,50.574,633.278,0.534,2.053,0.487,0.659
613,041172025_PRAS_DF4x_10x_Q4.jpg (red),23,209.587,633.152,0.775,1.862,0.537,0.807
614,041172025_PRAS_DF4x_10x_Q4.jpg (red),36,2066.222,633.333,0.815,1.422,0.703,0.800
615,041172025_PRAS_DF4x_10x_Q4.jpg (red),103,2281.170,639.306,0.724,1.640,0.610,0.844
616,041172025_PRAS_DF4x_10x_Q4.jpg (red),72,1017.625,636.264,0.980,1.181,0.847,0.917
617,041172025_PRAS_DF4x_10x_Q4.jpg (red),42,649.857,636.667,0.304,1.273,0.786,0.667
618,041172025_PRAS_DF4x_10x_Q4.jpg (red),93,1937.758,638.382,0.774,1.501,0.666,0.805
619,041172025_PRAS_DF4x_10x_Q4.jpg (red),28,101.429,637.536,0.437,1.508,0.663,0.683
620,041172025_PRAS_DF4x_10x_Q4.jpg (red),93,1849.747,638.758,0.871,1.315,0.760,0.890
621,041172025_PRAS_DF4x_10x_Q4.jpg (red),82,582.841,640.598,0.593,1.834,0.545,0.710
622,041172025_PRAS_DF4x_10x_Q4.jpg (red),81,469.043,642.562,0.810,1.202,0.832,0.866
623,041172025_PRAS_DF4x_10x_Q4.jpg (red),16,1465.938,641.125,0.719,2.158,0.463,0.800
624,041172025_PRAS_DF4x_10x_Q4.jpg (red),27,380.352,642.389,0.790,1.637,0.611,0.857
625,041172025_PRAS_DF4x_10x_Q4.jpg (red),129,1085.740,647.252,0.970,1.128,0.887,0.928
626,041172025_PRAS_DF4x_10x_Q4.jpg (red),76,1375.118,644.434,0.897,1.476,0.677,0.899
627,041172025_PRAS_DF4x_10x_Q4.jpg (red),32,1447.312,643.938,0.803,1.711,0.584,0.800
628,041172025_PRAS_DF4x_10x_Q4.jpg (red),108,1972.981,648.417,0.980,1.099,0.910,0.939
629,041172025_PRAS_DF4x_10x_Q4.jpg (red),8,1500.375,645.375,1.000,1.229,0.814,0.941
630,041172025_PRAS_DF4x_10x_Q4.jpg (red),81,658.784,651.586,0.956,1.116,0.896,0.895
631,041172025_PRAS_DF4x_10x_Q4.jpg (red),70,1811.443,650.829,0.953,1.176,0.850,0.909
632,041172025_PRAS_DF4x_10x_Q4.jpg (red),118,1903.932,652.814,0.941,1.136,0.881,0.904
633,041172025_PRAS_DF4x_10x_Q4.jpg (red),58,782.707,652.362,0.520,1.321,0.757,0.734
634,041172025_PRAS_DF4x_10x_Q4.jpg (red),38,501.026,656.105,0.717,1.527,0.655,0.826
635,041172025_PRAS_DF4x_10x_Q4.jpg (red),35,2204.586,655.900,0.926,1.171,0.854,0.824
636,041172025_PRAS_DF4x_10x_Q4.jpg (red),12,427.583,656.833,0.781,1.511,0.662,0.774
637,041172025_PRAS_DF4x_10x_Q4.jpg (red),23,78.630,659.978,0.964,1.576,0.634,0.902
638,041172025_PRAS_DF4x_10x_Q4.jpg (red),8,1107.375,659.625,1.000,1.229,0.814,0.941
639,041172025_PRAS_DF4x_10x_Q4.jpg (red),64,853.844,664.047,0.542,1.528,0.654,0.766
640,041172025_PRAS_DF4x_10x_Q4.jpg (red),118,2254.975,665.458,0.981,1.134,0.882,0.922
641,041172025_PRAS_DF4x_10x_Q4.jpg (red),34,1720.853,664.853,0.432,1.525,0.656,0.618
642,041172025_PRAS_DF4x_10x_Q4.jpg (red),36,1430.417,665.000,0.740,1.379,0.725,0.791
643,041172025_PRAS_DF4x_10x_Q4.jpg (red),26,11.923,666.308,0.876,1.655,0.604,0.867
644,041172025_PRAS_DF4x_10x_Q4.jpg (red),111,752.896,669.941,0.821,1.675,0.597,0.910
645,041172025_PRAS_DF4x_10x_Q4.jpg (red),83,1368.319,669.645,0.913,1.296,0.771,0.902
646,041172025_PRAS_DF4x_10x_Q4.jpg (red),17,580.382,669.382,0.763,1.589,0.629,0.791
647,041172025_PRAS_DF4x_10x_Q4.jpg (red),61,2282.451,671.844,0.758,1.867,0.535,0.865
648,041172025_PRAS_DF4x_10x_Q4.jpg (red),36,523.306,670.889,0.776,1.457,0.686,0.867
649,041172025_PRAS_DF4x_10x_Q4.jpg (red),6,744.667,668.667,1.000,1.291,0.775,0.800
650,041172025_PRAS_DF4x_10x_Q4.jpg (red),10,1349.000,668.700,1.000,1.384,0.723,0.909
651,041172025_PRAS_DF4x_10x_Q4.jpg (red),92,125.174,673.891,0.932,1.234,0.811,0.920
652,041172025_PRAS_DF4x_10x_Q4.jpg (red),28,724.786,671.500,0.978,1.391,0.719,0.862
653,041172025_PRAS_DF4x_10x_Q4.jpg (red),19,1803.184,671.447,0.394,1.695,0.590,0.623
654,041172025_PRAS_DF4x_10x_Q4.jpg (red),89,737.803,674.331,0.965,1.247,0.802,0.913
655,041172025_PRAS_DF4x_10x_Q4.jpg (red),20,1450.450,671.250,1.000,1.282,0.780,0.909
656,041172025_PRAS_DF4x_10x_Q4.jpg (red),14,272.000,672.214,1.000,1.125,0.889,0.933
657,041172025_PRAS_DF4x_10x_Q4.jpg (red),13,745.962,673.500,0.922,1.730,0.578,0.812
658,041172025_PRAS_DF4x_10x_Q4.jpg (red),16,817.562,674.500,0.433,2.082,0.480,0.627
659,041172025_PRAS_DF4x_10x_Q4.jpg (red),57,454.377,678.991,0.417,1.335,0.749,0.699
660,041172025_PRAS_DF4x_10x_Q4.jpg (red),13,488.654,675.423,0.846,2.127,0.470,0.839
661,041172025_PRAS_DF4x_10x_Q4.jpg (red),5,147.700,676.100,1.000,1.553,0.644,0.909
662,041172025_PRAS_DF4x_10x_Q4.jpg (red),50,1331.660,685.420,0.813,1.698,0.589,0.855
663,041172025_PRAS_DF4x_10x_Q4.jpg (red),6,797.000,684.500,1.000,1.500,0.667,1.000
664,041172025_PRAS_DF4x_10x_Q4.jpg (red),38,1321.658,686.711,1.000,1.078,0.927,0.905
665,041172025_PRAS_DF4x_10x_Q4.jpg (red),10,2160.600,684.700,0.887,1.690,0.592,0.833
666,041172025_PRAS_DF4x_10x_Q4.jpg (red),57,997.342,688.377,0.927,1.215,0.823,0.891
667,041172025_PRAS_DF4x_10x_Q4.jpg (red),64,1113.641,689.453,0.573,1.429,0.700,0.753
668,041172025_PRAS_DF4x_10x_Q4.jpg (red),46,2000.783,687.761,0.972,1.270,0.787,0.876
669,041172025_PRAS_DF4x_10x_Q4.jpg (red),17,731.912,689.147,0.649,1.994,0.502,0.708
670,041172025_PRAS_DF4x_10x_Q4.jpg (red),69,440.283,692.326,0.775,1.356,0.737,0.863
671,041172025_PRAS_DF4x_10x_Q4.jpg (red),44,1971.023,692.591,0.887,1.303,0.768,0.854
672,041172025_PRAS_DF4x_10x_Q4.jpg (red),52,1071.346,694.923,0.472,1.188,0.842,0.765
673,041172025_PRAS_DF4x_10x_Q4.jpg (red),28,1232.464,694.607,0.529,1.591,0.629,0.683
674,041172025_PRAS_DF4x_10x_Q4.jpg (red),48,475.750,694.479,0.619,1.727,0.579,0.733
675,041172025_PRAS_DF4x_10x_Q4.jpg (red),28,1520.357,695.536,0.592,1.946,0.514,0.709
676,041172025_PRAS_DF4x_10x_Q4.jpg (red),53,1692.877,696.575,0.957,1.149,0.870,0.898
677,041172025_PRAS_DF4x_10x_Q4.jpg (red),13,63.500,695.500,1.000,1.735,0.576,0.929
678,041172025_PRAS_DF4x_10x_Q4.jpg (red),45,985.256,696.389,0.970,1.165,0.858,0.909
679,041172025_PRAS_DF4x_10x_Q4.jpg (red),20,995.200,695.150,0.599,3.188,0.314,0.769
680,041172025_PRAS_DF4x_10x_Q4.jpg (red),6,673.000,695.000,0.916,2.082,0.480,0.857
681,041172025_PRAS_DF4x_10x_Q4.jpg (red),223,2150.809,702.549,0.931,1.055,0.948,0.941
682,041172025_PRAS_DF4x_10x_Q4.jpg (red),52,2004.904,699.788,0.660,1.382,0.723,0.748
683,041172025_PRAS_DF4x_10x_Q4.jpg (red),27,1121.537,699.648,0.677,1.650,0.606,0.730
684,041172025_PRAS_DF4x_10x_Q4.jpg (red),37,1895.095,700.932,0.928,1.286,0.777,0.841
685,041172025_PRAS_DF4x_10x_Q4.jpg (red),86,995.023,704.279,0.517,1.614,0.620,0.782
686,041172025_PRAS_DF4x_10x_Q4.jpg (red),8,1014.375,699.125,0.820,1.767,0.566,0.842
687,041172025_PRAS_DF4x_10x_Q4.jpg (red),60,2063.800,702.317,0.883,1.433,0.698,0.863
688,041172025_PRAS_DF4x_10x_Q4.jpg (red),15,476.300,701.233,1.000,1.720,0.581,0.882
689,041172025_PRAS_DF4x_10x_Q4.jpg (red),45,1055.878,702.611,0.416,1.201,0.833,0.750
690,041172025_PRAS_DF4x_10x_Q4.jpg (red),77,843.786,710.123,0.648,1.544,0.648,0.762
691,041172025_PRAS_DF4x_10x_Q4.jpg (red),67,1209.216,709.246,0.948,1.283,0.779,0.905
692,041172025_PRAS_DF4x_10x_Q4.jpg (red),60,2048.650,708.550,0.835,1.507,0.663,0.833
693,041172025_PRAS_DF4x_10x_Q4.jpg (red),14,455.500,707.643,0.629,1.796,0.557,0.700
694,041172025_PRAS_DF4x_10x_Q4.jpg (red),10,643.700,708.900,0.982,1.587,0.630,0.800
695,041172025_PRAS_DF4x_10x_Q4.jpg (red),65,1762.300,711.423,0.973,1.167,0.857,0.915
696,041172025_PRAS_DF4x_10x_Q4.jpg (red),11,1315.318,711.136,0.691,2.046,0.489,0.647
697,041172025_PRAS_DF4x_10x_Q4.jpg (red),146,1733.459,716.185,0.936,1.312,0.762,0.924
698,041172025_PRAS_DF4x_10x_Q4.jpg (red),7,640.500,711.929,0.718,1.918,0.521,0.778
699,041172025_PRAS_DF4x_10x_Q4.jpg (red),113,1221.695,717.898,0.912,1.328,0.753,0.904
700,041172025_PRAS_DF4x_10x_Q4.jpg (red),63,2157.198,715.294,0.983,1.147,0.872,0.906
701,041172025_PRAS_DF4x_10x_Q4.jpg (red),76,1874.500,717.684,0.897,1.270,0.787,0.879
702,041172025_PRAS_DF4x_10x_Q4.jpg (red),22,1754.727,717.045,0.922,1.370,0.730,0.863
703,041172025_PRAS_DF4x_10x_Q4.jpg (red),15,172.567,717.900,0.804,1.962,0.510,0.882
704,041172025_PRAS_DF4x_10x_Q4.jpg (red),13,1211.115,718.115,1.000,1.159,0.863,0.897
705,041172025_PRAS_DF4x_10x_Q4.jpg (red),29,364.466,721.603,0.657,2.026,0.493,0.753
706,041172025_PRAS_DF4x_10x_Q4.jpg (red),8,819.750,719.750,0.914,1.416,0.706,0.800
707,041172025_PRAS_DF4x_10x_Q4.jpg (red),61,2081.336,721.844,0.929,1.291,0.775,0.931
708,041172025_PRAS_DF4x_10x_Q4.jpg (red),14,1203.000,721.643,0.911,1.666,0.600,0.824
709,041172025_PRAS_DF4x_10x_Q4.jpg (red),15,1571.567,721.967,0.804,1.917,0.522,0.811
710,041172025_PRAS_DF4x_10x_Q4.jpg (red),97,2242.077,724.985,0.951,1.255,0.797,0.928
711,041172025_PRAS_DF4x_10x_Q4.jpg (red),12,653.333,723.167,0.719,2.016,0.496,0.800
712,041172025_PRAS_DF4x_10x_Q4.jpg (red),34,643.412,724.118,0.719,1.570,0.637,0.782
713,041172025_PRAS_DF4x_10x_Q4.jpg (red),6,1411.167,722.667,0.916,1.124,0.890,0.800
714,041172025_PRAS_DF4x_10x_Q4.jpg (red),33,1189.409,726.045,0.665,1.619,0.618,0.750
715,041172025_PRAS_DF4x_10x_Q4.jpg (red),80,2284.738,728.475,0.784,1.350,0.741,0.879
716,041172025_PRAS_DF4x_10x_Q4.jpg (red),41,1498.476,729.744,0.740,1.511,0.662,0.828
717,041172025_PRAS_DF4x_10x_Q4.jpg (red),8,364.625,729.000,0.914,1.308,0.764,0.800
718,041172025_PRAS_DF4x_10x_Q4.jpg (red),78,1124.808,734.179,0.969,1.136,0.880,0.923
719,041172025_PRAS_DF4x_10x_Q4.jpg (red),19,1771.342,733.500,0.624,1.670,0.599,0.679
720,041172025_PRAS_DF4x_10x_Q4.jpg (red),37,1459.716,735.716,0.554,1.816,0.551,0.718
721,041172025_PRAS_DF4x_10x_Q4.jpg (red),65,1805.300,737.623,1.000,1.201,0.833,0.922
722,041172025_PRAS_DF4x_10x_Q4.jpg (red),8,576.000,736.500,0.740,2.392,0.418,0.889
723,041172025_PRAS_DF4x_10x_Q4.jpg (red),75,429.407,740.100,0.932,1.108,0.902,0.904
724,041172025_PRAS_DF4x_10x_Q4.jpg (red),73,2167.418,742.432,0.820,1.689,0.592,0.849
725,041172025_PRAS_DF4x_10x_Q4.jpg (red),40,693.825,743.075,0.557,1.724,0.580,0.678
726,041172025_PRAS_DF4x_10x_Q4.jpg (red),62,2059.468,744.613,0.967,1.084,0.922,0.899
727,041172025_PRAS_DF4x_10x_Q4.jpg (red),31,513.016,744.468,0.907,1.089,0.918,0.861
728,041172025_PRAS_DF4x_10x_Q4.jpg (red),26,1129.077,743.346,0.589,3.125,0.320,0.765
729,041172025_PRAS_DF4x_10x_Q4.jpg (red),53,1143.877,744.877,0.738,1.563,0.640,0.797
730,041172025_PRAS_DF4x_10x_Q4.jpg (red),6,408.000,744.500,1.000,1.500,0.667,1.000
731,041172025_PRAS_DF4x_10x_Q4.jpg (red),31,1096.145,745.984,0.366,1.269,0.788,0.633
732,041172025_PRAS_DF4x_10x_Q4.jpg (red),28,1313.536,747.179,0.319,1.168,0.856,0.615
733,041172025_PRAS_DF4x_10x_Q4.jpg (red),95,1503.668,750.521,0.727,1.547,0.647,0.844
734,041172025_PRAS_DF4x_10x_Q4.jpg (red),32,1663.656,746.969,0.936,1.562,0.640,0.889
735,041172025_PRAS_DF4x_10x_Q4.jpg (red),57,1124.658,750.167,0.927,1.299,0.770,0.891
736,041172025_PRAS_DF4x_10x_Q4.jpg (red),10,284.000,748.500,1.000,1.551,0.645,0.909
737,041172025_PRAS_DF4x_10x_Q4.jpg (red),42,1141.381,751.738,0.888,1.633,0.613,0.875
738,041172025_PRAS_DF4x_10x_Q4.jpg (red),32,1940.000,750.812,0.803,1.662,0.602,0.821
739,041172025_PRAS_DF4x_10x_Q4.jpg (red),24,242.500,751.750,0.664,2.430,0.411,0.814
740,041172025_PRAS_DF4x_10x_Q4.jpg (red),85,530.653,755.582,0.707,1.522,0.657,0.817
741,041172025_PRAS_DF4x_10x_Q4.jpg (red),12,1167.250,752.417,0.967,1.756,0.570,0.889
742,041172025_PRAS_DF4x_10x_Q4.jpg (red),88,2083.011,755.682,0.813,1.497,0.668,0.846
743,041172025_PRAS_DF4x_10x_Q4.jpg (red),5,422.900,752.900,0.764,2.610,0.383,0.769
744,041172025_PRAS_DF4x_10x_Q4.jpg (red),93,1795.984,757.565,0.871,1.545,0.647,0.894
745,041172025_PRAS_DF4x_10x_Q4.jpg (red),25,241.340,756.580,0.873,1.176,0.851,0.806
746,041172025_PRAS_DF4x_10x_Q4.jpg (red),27,420.426,758.611,0.747,1.761,0.568,0.818
747,041172025_PRAS_DF4x_10x_Q4.jpg (red),19,426.026,757.342,0.944,1.499,0.667,0.905
748,041172025_PRAS_DF4x_10x_Q4.jpg (red),14,1388.571,757.643,1.000,1.662,0.602,0.966
749,041172025_PRAS_DF4x_10x_Q4.jpg (red),6,24.167,758.167,0.916,1.593,0.628,0.857
750,041172025_PRAS_DF4x_10x_Q4.jpg (red),10,1402.600,763.400,0.536,3.074,0.325,0.690
751,041172025_PRAS_DF4x_10x_Q4.jpg (red),172,638.605,769.907,0.733,1.494,0.669,0.887
752,041172025_PRAS_DF4x_10x_Q4.jpg (red),43,955.198,765.919,0.867,1.413,0.708,0.869
753,041172025_PRAS_DF4x_10x_Q4.jpg (red),17,265.088,766.971,0.742,1.716,0.583,0.773
754,041172025_PRAS_DF4x_10x_Q4.jpg (red),24,1626.042,768.917,0.686,2.141,0.467,0.750
755,041172025_PRAS_DF4x_10x_Q4.jpg (red),5,336.700,767.900,1.000,1.553,0.644,0.909
756,041172025_PRAS_DF4x_10x_Q4.jpg (red),94,747.500,772.862,0.831,1.290,0.775,0.825
757,041172025_PRAS_DF4x_10x_Q4.jpg (red),20,1451.300,771.550,0.815,2.102,0.476,0.800
758,041172025_PRAS_DF4x_10x_Q4.jpg (red),45,2086.011,773.567,0.866,1.386,0.722,0.865
759,041172025_PRAS_DF4x_10x_Q4.jpg (red),34,1447.176,775.029,0.871,1.379,0.725,0.840
760,041172025_PRAS_DF4x_10x_Q4.jpg (red),103,766.121,778.277,0.894,1.046,0.956,0.896
761,041172025_PRAS_DF4x_10x_Q4.jpg (red),9,583.056,774.833,1.000,1.536,0.651,0.857
762,041172025_PRAS_DF4x_10x_Q4.jpg (red),96,344.844,779.854,0.941,1.203,0.831,0.914
763,041172025_PRAS_DF4x_10x_Q4.jpg (red),88,293.273,785.330,0.968,1.107,0.903,0.921
764,041172025_PRAS_DF4x_10x_Q4.jpg (red),43,1009.012,789.128,0.776,1.237,0.809,0.869
765,041172025_PRAS_DF4x_10x_Q4.jpg (red),7,1035.786,786.929,1.000,1.936,0.517,0.933
766,041172025_PRAS_DF4x_10x_Q4.jpg (red),8,1999.000,788.375,0.914,1.308,0.764,0.800
767,041172025_PRAS_DF4x_10x_Q4.jpg (red),10,1082.200,790.300,0.579,2.124,0.471,0.625
768,041172025_PRAS_DF4x_10x_Q4.jpg (red),47,53.968,795.883,0.778,1.477,0.677,0.862
769,041172025_PRAS_DF4x_10x_Q4.jpg (red),10,498.000,795.100,0.599,1.995,0.501,0.741
770,041172025_PRAS_DF4x_10x_Q4.jpg (red),30,347.967,798.600,0.694,2.381,0.420,0.870
771,041172025_PRAS_DF4x_10x_Q4.jpg (red),12,180.250,796.083,1.000,1.281,0.780,0.857
772,041172025_PRAS_DF4x_10x_Q4.jpg (red),12,352.333,796.167,0.851,1.515,0.660,0.774
773,041172025_PRAS_DF4x_10x_Q4.jpg (red),79,916.715,798.462,0.900,1.231,0.813,0.898
774,041172025_PRAS_DF4x_10x_Q4.jpg (red),14,124.000,796.500,0.911,1.768,0.565,0.875
775,041172025_PRAS_DF4x_10x_Q4.jpg (red),32,457.844,799.219,0.991,1.188,0.842,0.901
776,041172025_PRAS_DF4x_10x_Q4.jpg (red),53,289.179,800.236,0.659,1.426,0.701,0.797
777,041172025_PRAS_DF4x_10x_Q4.jpg (red),34,1934.588,800.059,0.853,1.443,0.693,0.819
778,041172025_PRAS_DF4x_10x_Q4.jpg (red),32,2278.750,800.594,0.991,1.228,0.814,0.889
779,041172025_PRAS_DF4x_10x_Q4.jpg (red),8,316.000,800.000,1.000,2.000,0.500,1.000
780,041172025_PRAS_DF4x_10x_Q4.jpg (red),54,1276.796,802.611,0.764,1.495,0.669,0.844
781,041172025_PRAS_DF4x_10x_Q4.jpg (red),26,104.308,804.923,0.805,1.338,0.747,0.852
782,041172025_PRAS_DF4x_10x_Q4.jpg (red),14,216.286,805.286,0.535,2.244,0.446,0.757
783,041172025_PRAS_DF4x_10x_Q4.jpg (red),12,204.000,807.000,1.000,1.000,1.000,0.857
784,041172025_PRAS_DF4x_10x_Q4.jpg (red),30,1783.600,808.033,0.793,1.815,0.551,0.769
785,041172025_PRAS_DF4x_10x_Q4.jpg (red),127,2139.618,812.224,0.929,1.281,0.780,0.934
786,041172025_PRAS_DF4x_10x_Q4.jpg (red),37,2275.635,807.932,0.524,1.929,0.518,0.698
787,041172025_PRAS_DF4x_10x_Q4.jpg (red),59,1865.534,810.364,0.869,1.288,0.776,0.861
788,041172025_PRAS_DF4x_10x_Q4.jpg (red),19,1616.763,810.658,0.879,1.700,0.588,0.884
789,041172025_PRAS_DF4x_10x_Q4.jpg (red),11,1059.500,811.955,0.715,1.698,0.589,0.815
790,041172025_PRAS_DF4x_10x_Q4.jpg (red),10,944.100,816.400,0.887,1.683,0.594,0.800
791,041172025_PRAS_DF4x_10x_Q4.jpg (red),35,1366.014,819.186,0.705,2.236,0.447,0.833
792,041172025_PRAS_DF4x_10x_Q4.jpg (red),46,1847.543,822.739,0.830,1.444,0.693,0.829
793,041172025_PRAS_DF4x_10x_Q4.jpg (red),14,1067.429,822.214,0.571,1.826,0.548,0.683
794,041172025_PRAS_DF4x_10x_Q4.jpg (red),99,2156.056,827.035,0.789,1.199,0.834,0.850
795,041172025_PRAS_DF4x_10x_Q4.jpg (red),72,1966.361,826.542,0.996,1.030,0.971,0.954
796,041172025_PRAS_DF4x_10x_Q4.jpg (red),15,967.500,824.967,0.869,1.107,0.904,0.750
797,041172025_PRAS_DF4x_10x_Q4.jpg (red),25,1445.220,825.620,0.676,2.415,0.414,0.769
798,041172025_PRAS_DF4x_10x_Q4.jpg (red),23,2234.283,826.761,0.902,1.813,0.552,0.920
799,041172025_PRAS_DF4x_10x_Q4.jpg (red),18,1318.222,826.000,0.558,1.887,0.530,0.706
800,041172025_PRAS_DF4x_10x_Q4.jpg (red),52,2171.288,828.019,0.915,1.302,0.768,0.920
801,041172025_PRAS_DF4x_10x_Q4.jpg (red),9,264.611,827.167,1.000,1.340,0.746,0.857
802,041172025_PRAS_DF4x_10x_Q4.jpg (red),22,725.182,827.455,0.629,1.665,0.601,0.772
803,041172025_PRAS_DF4x_10x_Q4.jpg (red),12,970.083,829.250,0.851,1.388,0.720,0.774
804,041172025_PRAS_DF4x_10x_Q4.jpg (red),15,1314.300,829.567,0.869,1.496,0.668,0.789
805,041172025_PRAS_DF4x_10x_Q4.jpg (red),22,264.045,832.227,0.840,1.630,0.613,0.786
806,041172025_PRAS_DF4x_10x_Q4.jpg (red),46,929.000,837.848,0.964,1.324,0.755,0.979
807,041172025_PRAS_DF4x_10x_Q4.jpg (red),82,1293.207,840.012,0.968,1.089,0.919,0.911
808,041172025_PRAS_DF4x_10x_Q4.jpg (red),27,243.833,842.426,0.809,2.121,0.471,0.915
809,041172025_PRAS_DF4x_10x_Q4.jpg (red),13,1195.269,840.346,0.922,1.312,0.762,0.812
810,041172025_PRAS_DF4x_10x_Q4.jpg (red),7,2036.786,839.071,1.000,1.936,0.517,0.933
811,041172025_PRAS_DF4x_10x_Q4.jpg (red),23,2294.543,844.152,0.795,2.624,0.381,0.979
812,041172025_PRAS_DF4x_10x_Q4.jpg (red),11,196.136,842.682,0.976,1.714,0.583,0.846
813,041172025_PRAS_DF4x_10x_Q4.jpg (red),67,23.679,847.948,0.820,1.333,0.750,0.865
814,041172025_PRAS_DF4x_10x_Q4.jpg (red),6,1190.500,844.333,1.000,1.809,0.553,0.800
815,041172025_PRAS_DF4x_10x_Q4.jpg (red),29,1220.328,846.293,0.743,1.630,0.613,0.806
816,041172025_PRAS_DF4x_10x_Q4.jpg (red),40,649.250,849.925,0.806,1.229,0.813,0.851
817,041172025_PRAS_DF4x_10x_Q4.jpg (red),29,1632.810,851.534,0.829,1.061,0.942,0.817
818,041172025_PRAS_DF4x_10x_Q4.jpg (red),19,576.289,853.237,0.853,1.862,0.537,0.809
819,041172025_PRAS_DF4x_10x_Q4.jpg (red),11,580.318,851.955,0.976,1.450,0.689,0.846
820,041172025_PRAS_DF4x_10x_Q4.jpg (red),68,686.456,854.456,0.877,1.286,0.778,0.895
821,041172025_PRAS_DF4x_10x_Q4.jpg (red),7,1279.500,851.786,0.800,2.339,0.427,0.778
822,041172025_PRAS_DF4x_10x_Q4.jpg (red),9,1319.167,852.833,0.606,2.779,0.360,0.857
