 ,Label,Area,X,Y,Circ.,AR,Round,Solidity
1,041172025_PRAS_DF4x_10x_Q4.jpg (red),7,120.214,0.929,0.943,1.936,0.517,0.933
2,041172025_PRAS_DF4x_10x_Q4.jpg (red),5,188.100,0.700,0.764,2.188,0.457,0.769
3,041172025_PRAS_DF4x_10x_Q4.jpg (red),5,667.500,0.500,0.599,5.000,0.200,1.000
4,041172025_PRAS_DF4x_10x_Q4.jpg (red),116,689.888,3.724,0.533,2.116,0.473,0.829
5,041172025_PRAS_DF4x_10x_Q4.jpg (red),14,773.714,1.286,0.911,1.851,0.540,0.903
6,041172025_PRAS_DF4x_10x_Q4.jpg (red),16,1234.500,1.125,0.628,2.759,0.362,0.842
7,041172025_PRAS_DF4x_10x_Q4.jpg (red),8,1630.000,0.750,0.588,2.935,0.341,0.800
8,041172025_PRAS_DF4x_10x_Q4.jpg (red),63,1711.722,4.405,0.943,1.232,0.812,0.906
9,041172025_PRAS_DF4x_10x_Q4.jpg (red),38,1932.000,2.263,0.819,1.739,0.575,0.905
10,041172025_PRAS_DF4x_10x_Q4.jpg (red),71,86.599,4.979,0.896,1.146,0.873,0.916
11,041172025_PRAS_DF4x_10x_Q4.jpg (red),28,365.286,3.750,0.702,1.418,0.705,0.767
12,041172025_PRAS_DF4x_10x_Q4.jpg (red),39,1940.962,4.038,0.949,1.264,0.791,0.907
13,041172025_PRAS_DF4x_10x_Q4.jpg (red),70,517.829,6.171,0.953,1.140,0.877,0.909
14,041172025_PRAS_DF4x_10x_Q4.jpg (red),57,151.219,8.430,0.889,1.154,0.866,0.898
15,041172025_PRAS_DF4x_10x_Q4.jpg (red),111,1917.221,11.266,0.923,1.144,0.874,0.917
16,041172025_PRAS_DF4x_10x_Q4.jpg (red),72,2091.389,16.069,0.863,1.595,0.627,0.911
17,041172025_PRAS_DF4x_10x_Q4.jpg (red),14,872.500,12.786,0.993,1.388,0.720,0.824
18,041172025_PRAS_DF4x_10x_Q4.jpg (red),22,2152.000,13.500,1.000,1.361,0.735,0.880
19,041172025_PRAS_DF4x_10x_Q4.jpg (red),43,1630.128,16.570,0.633,1.821,0.549,0.796
20,041172025_PRAS_DF4x_10x_Q4.jpg (red),67,862.366,17.858,0.948,1.194,0.837,0.899
21,041172025_PRAS_DF4x_10x_Q4.jpg (red),21,2059.500,15.643,1.000,1.182,0.846,0.913
22,041172025_PRAS_DF4x_10x_Q4.jpg (red),23,1787.239,16.283,0.775,1.537,0.651,0.807
23,041172025_PRAS_DF4x_10x_Q4.jpg (red),111,1973.608,20.608,0.964,1.210,0.827,0.921
24,041172025_PRAS_DF4x_10x_Q4.jpg (red),33,1019.136,18.379,0.846,1.510,0.662,0.892
25,041172025_PRAS_DF4x_10x_Q4.jpg (red),73,1544.733,19.692,0.942,1.251,0.799,0.896
26,041172025_PRAS_DF4x_10x_Q4.jpg (red),63,419.579,21.738,0.871,1.581,0.632,0.906
27,041172025_PRAS_DF4x_10x_Q4.jpg (red),8,1085.000,20.000,1.000,2.000,0.500,1.000
28,041172025_PRAS_DF4x_10x_Q4.jpg (red),27,1313.833,21.056,0.487,1.911,0.523,0.621
29,041172025_PRAS_DF4x_10x_Q4.jpg (red),13,1398.423,20.885,0.779,1.932,0.518,0.867
30,041172025_PRAS_DF4x_10x_Q4.jpg (red),101,1772.629,23.985,0.905,1.070,0.935,0.898
31,041172025_PRAS_DF4x_10x_Q4.jpg (red),80,2028.950,22.475,0.749,1.302,0.768,0.860
32,041172025_PRAS_DF4x_10x_Q4.jpg (red),82,521.805,23.537,0.948,1.056,0.947,0.932
33,041172025_PRAS_DF4x_10x_Q4.jpg (red),12,677.417,21.000,0.579,1.870,0.535,0.667
34,041172025_PRAS_DF4x_10x_Q4.jpg (red),42,2165.905,22.833,0.778,1.634,0.612,0.778
35,041172025_PRAS_DF4x_10x_Q4.jpg (red),26,954.808,23.654,0.399,1.425,0.702,0.571
36,041172025_PRAS_DF4x_10x_Q4.jpg (red),25,1659.780,23.380,0.583,1.646,0.607,0.676
37,041172025_PRAS_DF4x_10x_Q4.jpg (red),11,371.864,23.864,0.976,1.328,0.753,0.815
38,041172025_PRAS_DF4x_10x_Q4.jpg (red),48,1533.062,27.146,0.707,2.004,0.499,0.828
39,041172025_PRAS_DF4x_10x_Q4.jpg (red),45,1812.789,27.056,0.866,1.824,0.548,0.882
40,041172025_PRAS_DF4x_10x_Q4.jpg (red),52,815.750,30.904,0.333,1.105,0.905,0.712
41,041172025_PRAS_DF4x_10x_Q4.jpg (red),27,1595.167,31.167,0.714,1.862,0.537,0.783
42,041172025_PRAS_DF4x_10x_Q4.jpg (red),65,1924.854,31.638,0.997,1.202,0.832,0.897
43,041172025_PRAS_DF4x_10x_Q4.jpg (red),20,76.250,31.350,0.925,1.664,0.601,0.930
44,041172025_PRAS_DF4x_10x_Q4.jpg (red),78,849.397,33.000,1.000,1.128,0.886,0.929
45,041172025_PRAS_DF4x_10x_Q4.jpg (red),69,2277.254,34.457,0.815,1.282,0.780,0.863
46,041172025_PRAS_DF4x_10x_Q4.jpg (red),35,1815.957,33.100,0.947,1.390,0.720,0.875
47,041172025_PRAS_DF4x_10x_Q4.jpg (red),39,1497.731,34.859,1.000,1.170,0.855,0.918
48,041172025_PRAS_DF4x_10x_Q4.jpg (red),38,1910.947,34.053,0.974,1.411,0.708,0.905
49,041172025_PRAS_DF4x_10x_Q4.jpg (red),46,2286.587,36.000,0.992,1.163,0.860,0.920
50,041172025_PRAS_DF4x_10x_Q4.jpg (red),118,314.169,38.907,0.756,1.366,0.732,0.871
51,041172025_PRAS_DF4x_10x_Q4.jpg (red),27,469.130,36.870,0.866,1.269,0.788,0.818
52,041172025_PRAS_DF4x_10x_Q4.jpg (red),30,2253.367,37.833,0.811,1.336,0.748,0.822
53,041172025_PRAS_DF4x_10x_Q4.jpg (red),79,1946.614,40.108,1.000,1.055,0.948,0.924
54,041172025_PRAS_DF4x_10x_Q4.jpg (red),51,2180.441,39.637,0.795,1.471,0.680,0.836
55,041172025_PRAS_DF4x_10x_Q4.jpg (red),19,1204.026,40.658,0.944,1.499,0.667,0.905
56,041172025_PRAS_DF4x_10x_Q4.jpg (red),70,131.000,43.257,0.903,1.431,0.699,0.881
57,041172025_PRAS_DF4x_10x_Q4.jpg (red),31,1618.629,42.984,0.795,1.708,0.585,0.861
58,041172025_PRAS_DF4x_10x_Q4.jpg (red),59,1778.263,43.466,0.959,1.438,0.696,0.901
59,041172025_PRAS_DF4x_10x_Q4.jpg (red),10,873.700,42.800,0.806,2.198,0.455,0.833
60,041172025_PRAS_DF4x_10x_Q4.jpg (red),88,2053.216,45.966,0.851,1.267,0.789,0.903
61,041172025_PRAS_DF4x_10x_Q4.jpg (red),55,610.627,47.500,0.975,1.096,0.913,0.873
62,041172025_PRAS_DF4x_10x_Q4.jpg (red),43,1076.174,48.640,0.791,1.790,0.559,0.835
63,041172025_PRAS_DF4x_10x_Q4.jpg (red),159,895.041,52.041,0.848,1.144,0.874,0.883
64,041172025_PRAS_DF4x_10x_Q4.jpg (red),38,1831.447,47.579,0.861,1.731,0.578,0.854
65,041172025_PRAS_DF4x_10x_Q4.jpg (red),94,2171.404,51.500,0.953,1.053,0.950,0.913
66,041172025_PRAS_DF4x_10x_Q4.jpg (red),26,1229.000,52.577,0.805,1.469,0.681,0.776
67,041172025_PRAS_DF4x_10x_Q4.jpg (red),58,2223.879,56.448,0.821,1.249,0.801,0.866
68,041172025_PRAS_DF4x_10x_Q4.jpg (red),116,676.095,58.716,0.936,1.072,0.933,0.910
69,041172025_PRAS_DF4x_10x_Q4.jpg (red),46,1453.761,57.065,0.868,1.310,0.763,0.868
70,041172025_PRAS_DF4x_10x_Q4.jpg (red),80,820.112,60.425,0.774,1.692,0.591,0.812
71,041172025_PRAS_DF4x_10x_Q4.jpg (red),96,2130.823,59.073,0.973,1.241,0.806,0.932
72,041172025_PRAS_DF4x_10x_Q4.jpg (red),45,914.633,61.389,0.850,1.647,0.607,0.841
73,041172025_PRAS_DF4x_10x_Q4.jpg (red),9,969.167,58.611,1.000,1.340,0.746,0.857
74,041172025_PRAS_DF4x_10x_Q4.jpg (red),9,2253.500,59.167,0.726,1.139,0.878,0.818
75,041172025_PRAS_DF4x_10x_Q4.jpg (red),17,2185.912,60.618,1.000,1.263,0.792,0.919
76,041172025_PRAS_DF4x_10x_Q4.jpg (red),65,2276.654,63.854,0.885,1.279,0.782,0.878
77,041172025_PRAS_DF4x_10x_Q4.jpg (red),122,1710.541,68.533,0.903,1.200,0.833,0.924
78,041172025_PRAS_DF4x_10x_Q4.jpg (red),83,2018.572,71.873,0.600,1.499,0.667,0.755
79,041172025_PRAS_DF4x_10x_Q4.jpg (red),47,926.500,72.734,0.584,1.415,0.707,0.797
80,041172025_PRAS_DF4x_10x_Q4.jpg (red),82,1428.561,72.915,0.902,1.098,0.911,0.906
81,041172025_PRAS_DF4x_10x_Q4.jpg (red),84,1505.929,73.905,1.000,1.087,0.920,0.944
82,041172025_PRAS_DF4x_10x_Q4.jpg (red),48,909.146,73.208,0.619,1.552,0.644,0.780
83,041172025_PRAS_DF4x_10x_Q4.jpg (red),54,294.241,77.722,0.916,1.415,0.707,0.871
84,041172025_PRAS_DF4x_10x_Q4.jpg (red),26,648.577,77.231,0.908,1.584,0.631,0.800
85,041172025_PRAS_DF4x_10x_Q4.jpg (red),83,1104.934,80.705,0.900,1.297,0.771,0.892
86,041172025_PRAS_DF4x_10x_Q4.jpg (red),30,1818.633,79.000,0.929,1.331,0.752,0.870
87,041172025_PRAS_DF4x_10x_Q4.jpg (red),81,1152.019,83.315,1.000,1.029,0.972,0.936
88,041172025_PRAS_DF4x_10x_Q4.jpg (red),16,1195.750,79.938,1.000,1.234,0.810,0.889
89,041172025_PRAS_DF4x_10x_Q4.jpg (red),32,894.719,82.250,0.936,1.480,0.675,0.889
90,041172025_PRAS_DF4x_10x_Q4.jpg (red),23,1382.152,81.543,0.657,1.987,0.503,0.767
91,041172025_PRAS_DF4x_10x_Q4.jpg (red),61,1558.451,83.549,0.992,1.211,0.826,0.910
92,041172025_PRAS_DF4x_10x_Q4.jpg (red),18,1431.222,83.667,1.000,1.314,0.761,0.857
93,041172025_PRAS_DF4x_10x_Q4.jpg (red),56,1797.250,86.268,0.825,1.476,0.677,0.862
94,041172025_PRAS_DF4x_10x_Q4.jpg (red),126,127.730,89.032,0.921,1.039,0.963,0.913
95,041172025_PRAS_DF4x_10x_Q4.jpg (red),72,1991.736,91.153,0.881,1.226,0.815,0.852
96,041172025_PRAS_DF4x_10x_Q4.jpg (red),36,2202.194,89.472,1.000,1.233,0.811,0.900
97,041172025_PRAS_DF4x_10x_Q4.jpg (red),48,674.938,92.208,0.906,1.145,0.873,0.850
98,041172025_PRAS_DF4x_10x_Q4.jpg (red),34,2125.735,90.618,0.770,1.612,0.621,0.819
99,041172025_PRAS_DF4x_10x_Q4.jpg (red),37,1161.203,92.527,0.948,1.219,0.820,0.871
100,041172025_PRAS_DF4x_10x_Q4.jpg (red),42,1633.238,93.048,0.758,1.551,0.645,0.792
101,041172025_PRAS_DF4x_10x_Q4.jpg (red),13,875.654,92.423,0.922,1.306,0.766,0.839
102,041172025_PRAS_DF4x_10x_Q4.jpg (red),74,2177.054,96.108,0.906,1.140,0.877,0.881
103,041172025_PRAS_DF4x_10x_Q4.jpg (red),42,1720.619,96.643,0.932,1.244,0.804,0.866
104,041172025_PRAS_DF4x_10x_Q4.jpg (red),42,1146.905,97.714,0.971,1.319,0.758,0.944
105,041172025_PRAS_DF4x_10x_Q4.jpg (red),48,2126.771,100.375,0.883,1.239,0.807,0.881
106,041172025_PRAS_DF4x_10x_Q4.jpg (red),14,272.571,99.786,0.993,1.437,0.696,0.824
107,041172025_PRAS_DF4x_10x_Q4.jpg (red),40,1762.025,102.400,0.806,1.612,0.620,0.833
108,041172025_PRAS_DF4x_10x_Q4.jpg (red),45,139.478,103.567,0.637,1.532,0.653,0.738
109,041172025_PRAS_DF4x_10x_Q4.jpg (red),40,568.325,106.950,0.845,1.258,0.795,0.833
110,041172025_PRAS_DF4x_10x_Q4.jpg (red),59,576.381,107.466,0.790,1.862,0.537,0.849
111,041172025_PRAS_DF4x_10x_Q4.jpg (red),31,1082.532,106.274,0.596,2.054,0.487,0.721
112,041172025_PRAS_DF4x_10x_Q4.jpg (red),29,410.534,110.362,0.727,1.776,0.563,0.829
113,041172025_PRAS_DF4x_10x_Q4.jpg (red),23,1980.630,108.717,0.878,1.806,0.554,0.836
114,041172025_PRAS_DF4x_10x_Q4.jpg (red),39,1272.885,112.474,0.841,1.759,0.568,0.857
115,041172025_PRAS_DF4x_10x_Q4.jpg (red),34,1491.559,112.029,0.919,1.371,0.729,0.872
116,041172025_PRAS_DF4x_10x_Q4.jpg (red),25,1342.060,113.780,0.714,2.149,0.465,0.746
117,041172025_PRAS_DF4x_10x_Q4.jpg (red),70,1618.729,116.329,0.991,1.096,0.913,0.909
118,041172025_PRAS_DF4x_10x_Q4.jpg (red),115,2167.143,116.935,0.620,1.137,0.880,0.833
119,041172025_PRAS_DF4x_10x_Q4.jpg (red),90,98.022,117.122,0.843,1.108,0.903,0.918
120,041172025_PRAS_DF4x_10x_Q4.jpg (red),109,1716.729,120.555,0.624,1.093,0.915,0.829
121,041172025_PRAS_DF4x_10x_Q4.jpg (red),42,1196.714,118.571,0.426,1.495,0.669,0.700
122,041172025_PRAS_DF4x_10x_Q4.jpg (red),92,458.043,122.815,0.998,1.042,0.959,0.920
123,041172025_PRAS_DF4x_10x_Q4.jpg (red),111,1867.644,122.995,0.870,1.325,0.755,0.867
124,041172025_PRAS_DF4x_10x_Q4.jpg (red),22,1501.864,120.591,0.768,1.612,0.620,0.733
125,041172025_PRAS_DF4x_10x_Q4.jpg (red),47,622.011,124.330,0.904,1.213,0.824,0.862
126,041172025_PRAS_DF4x_10x_Q4.jpg (red),34,1889.235,122.853,0.994,1.184,0.845,0.907
127,041172025_PRAS_DF4x_10x_Q4.jpg (red),68,1284.662,126.809,0.803,1.305,0.766,0.855
128,041172025_PRAS_DF4x_10x_Q4.jpg (red),43,446.500,126.128,0.909,1.281,0.780,0.860
129,041172025_PRAS_DF4x_10x_Q4.jpg (red),75,1373.820,127.833,0.967,1.074,0.931,0.909
130,041172025_PRAS_DF4x_10x_Q4.jpg (red),112,109.348,130.946,0.904,1.312,0.762,0.896
131,041172025_PRAS_DF4x_10x_Q4.jpg (red),6,658.333,130.833,0.809,2.237,0.447,0.857
132,041172025_PRAS_DF4x_10x_Q4.jpg (red),63,1814.500,134.754,0.813,1.516,0.659,0.857
133,041172025_PRAS_DF4x_10x_Q4.jpg (red),35,1109.843,134.214,0.947,1.347,0.743,0.875
134,041172025_PRAS_DF4x_10x_Q4.jpg (red),77,893.526,137.383,0.896,1.133,0.882,0.865
135,041172025_PRAS_DF4x_10x_Q4.jpg (red),51,1028.029,136.069,0.739,1.352,0.739,0.823
136,041172025_PRAS_DF4x_10x_Q4.jpg (red),60,1697.267,136.817,0.920,1.235,0.810,0.863
137,041172025_PRAS_DF4x_10x_Q4.jpg (red),84,788.488,141.131,0.851,1.091,0.916,0.903
138,041172025_PRAS_DF4x_10x_Q4.jpg (red),150,1616.020,142.907,0.936,1.117,0.895,0.926
139,041172025_PRAS_DF4x_10x_Q4.jpg (red),40,675.275,141.150,0.806,1.081,0.925,0.842
140,041172025_PRAS_DF4x_10x_Q4.jpg (red),41,921.354,141.476,0.529,1.348,0.742,0.707
141,041172025_PRAS_DF4x_10x_Q4.jpg (red),58,1142.621,141.569,0.960,1.114,0.897,0.921
142,041172025_PRAS_DF4x_10x_Q4.jpg (red),37,1013.203,142.014,0.492,1.082,0.924,0.831
143,041172025_PRAS_DF4x_10x_Q4.jpg (red),66,1215.288,143.288,1.000,1.035,0.967,0.930
144,041172025_PRAS_DF4x_10x_Q4.jpg (red),30,603.000,144.067,0.666,1.674,0.598,0.723
145,041172025_PRAS_DF4x_10x_Q4.jpg (red),31,1518.823,143.500,1.000,1.332,0.751,0.873
146,041172025_PRAS_DF4x_10x_Q4.jpg (red),40,1823.975,149.100,0.973,1.363,0.734,0.920
147,041172025_PRAS_DF4x_10x_Q4.jpg (red),40,2119.550,150.450,0.845,1.293,0.773,0.833
148,041172025_PRAS_DF4x_10x_Q4.jpg (red),35,1400.671,150.900,0.947,1.438,0.695,0.886
149,041172025_PRAS_DF4x_10x_Q4.jpg (red),136,887.500,154.904,0.930,1.050,0.953,0.907
150,041172025_PRAS_DF4x_10x_Q4.jpg (red),43,1278.058,151.965,1.000,1.313,0.762,0.860
151,041172025_PRAS_DF4x_10x_Q4.jpg (red),26,154.538,153.000,0.703,1.466,0.682,0.754
152,041172025_PRAS_DF4x_10x_Q4.jpg (red),39,438.936,153.936,0.824,1.319,0.758,0.804
153,041172025_PRAS_DF4x_10x_Q4.jpg (red),159,1626.978,160.292,0.933,1.231,0.812,0.930
154,041172025_PRAS_DF4x_10x_Q4.jpg (red),39,520.141,159.500,0.662,1.810,0.552,0.736
155,041172025_PRAS_DF4x_10x_Q4.jpg (red),18,1352.556,158.611,0.526,1.887,0.530,0.735
156,041172025_PRAS_DF4x_10x_Q4.jpg (red),68,1289.221,160.676,0.453,1.114,0.897,0.782
157,041172025_PRAS_DF4x_10x_Q4.jpg (red),16,712.875,160.188,0.795,1.252,0.799,0.821
158,041172025_PRAS_DF4x_10x_Q4.jpg (red),30,953.167,161.000,0.929,1.644,0.608,0.882
159,041172025_PRAS_DF4x_10x_Q4.jpg (red),52,903.115,162.365,0.939,1.136,0.880,0.881
160,041172025_PRAS_DF4x_10x_Q4.jpg (red),44,936.023,161.273,0.747,1.336,0.748,0.793
161,041172025_PRAS_DF4x_10x_Q4.jpg (red),56,1082.536,161.804,0.873,1.228,0.814,0.889
162,041172025_PRAS_DF4x_10x_Q4.jpg (red),21,1598.690,162.214,0.943,1.322,0.757,0.840
163,041172025_PRAS_DF4x_10x_Q4.jpg (red),55,1324.955,164.445,0.993,1.182,0.846,0.909
164,041172025_PRAS_DF4x_10x_Q4.jpg (red),35,2245.700,167.186,0.755,1.642,0.609,0.805
165,041172025_PRAS_DF4x_10x_Q4.jpg (red),10,632.600,167.400,0.806,1.577,0.634,0.800
166,041172025_PRAS_DF4x_10x_Q4.jpg (red),81,1565.414,169.747,0.956,1.097,0.911,0.890
167,041172025_PRAS_DF4x_10x_Q4.jpg (red),64,590.344,171.953,0.958,1.288,0.776,0.921
168,041172025_PRAS_DF4x_10x_Q4.jpg (red),160,753.888,173.731,0.834,1.257,0.796,0.874
169,041172025_PRAS_DF4x_10x_Q4.jpg (red),17,985.618,170.500,0.667,1.887,0.530,0.773
170,041172025_PRAS_DF4x_10x_Q4.jpg (red),89,535.028,173.287,0.959,1.020,0.981,0.952
171,041172025_PRAS_DF4x_10x_Q4.jpg (red),22,818.455,172.182,0.922,1.618,0.618,0.898
172,041172025_PRAS_DF4x_10x_Q4.jpg (red),116,1271.603,176.931,0.898,1.020,0.980,0.885
173,041172025_PRAS_DF4x_10x_Q4.jpg (red),122,1335.205,180.926,0.945,1.100,0.909,0.910
174,041172025_PRAS_DF4x_10x_Q4.jpg (red),37,606.473,178.527,0.838,1.436,0.696,0.831
175,041172025_PRAS_DF4x_10x_Q4.jpg (red),20,818.200,177.650,0.898,1.864,0.536,0.833
176,041172025_PRAS_DF4x_10x_Q4.jpg (red),32,1218.250,181.438,0.645,2.020,0.495,0.727
177,041172025_PRAS_DF4x_10x_Q4.jpg (red),75,166.207,182.847,1.000,1.110,0.901,0.938
178,041172025_PRAS_DF4x_10x_Q4.jpg (red),41,1093.134,181.183,0.884,1.330,0.752,0.872
179,041172025_PRAS_DF4x_10x_Q4.jpg (red),30,1736.067,180.633,0.929,1.241,0.806,0.857
180,041172025_PRAS_DF4x_10x_Q4.jpg (red),92,665.348,184.543,0.964,1.023,0.978,0.906
181,041172025_PRAS_DF4x_10x_Q4.jpg (red),75,1922.407,184.580,0.564,1.317,0.759,0.843
182,041172025_PRAS_DF4x_10x_Q4.jpg (red),79,455.184,186.753,0.828,1.615,0.619,0.883
183,041172025_PRAS_DF4x_10x_Q4.jpg (red),49,1016.112,184.459,0.885,1.478,0.677,0.860
184,041172025_PRAS_DF4x_10x_Q4.jpg (red),58,2221.414,185.345,0.638,1.835,0.545,0.823
185,041172025_PRAS_DF4x_10x_Q4.jpg (red),55,923.518,184.791,0.933,1.523,0.657,0.880
186,041172025_PRAS_DF4x_10x_Q4.jpg (red),61,2277.533,187.008,0.695,1.754,0.570,0.824
187,041172025_PRAS_DF4x_10x_Q4.jpg (red),66,1248.833,188.121,0.884,1.236,0.809,0.880
188,041172025_PRAS_DF4x_10x_Q4.jpg (red),71,1823.838,189.683,0.951,1.102,0.907,0.887
189,041172025_PRAS_DF4x_10x_Q4.jpg (red),72,416.653,190.736,0.943,1.235,0.810,0.917
190,041172025_PRAS_DF4x_10x_Q4.jpg (red),44,977.818,190.227,0.870,1.012,0.988,0.854
191,041172025_PRAS_DF4x_10x_Q4.jpg (red),40,1298.650,191.700,0.516,1.307,0.765,0.684
192,041172025_PRAS_DF4x_10x_Q4.jpg (red),27,1626.241,191.204,0.910,1.643,0.609,0.885
193,041172025_PRAS_DF4x_10x_Q4.jpg (red),119,648.139,195.534,0.961,1.097,0.911,0.915
194,041172025_PRAS_DF4x_10x_Q4.jpg (red),68,927.353,195.779,0.926,1.330,0.752,0.907
195,041172025_PRAS_DF4x_10x_Q4.jpg (red),27,1797.574,198.204,0.910,1.396,0.716,0.885
196,041172025_PRAS_DF4x_10x_Q4.jpg (red),30,1237.567,199.233,0.532,1.330,0.752,0.706
197,041172025_PRAS_DF4x_10x_Q4.jpg (red),51,1393.206,202.520,0.921,1.395,0.717,0.887
198,041172025_PRAS_DF4x_10x_Q4.jpg (red),106,174.792,204.887,0.737,1.824,0.548,0.815
199,041172025_PRAS_DF4x_10x_Q4.jpg (red),65,1524.285,203.269,0.973,1.010,0.990,0.922
200,041172025_PRAS_DF4x_10x_Q4.jpg (red),40,1073.175,202.875,0.650,1.857,0.538,0.777
201,041172025_PRAS_DF4x_10x_Q4.jpg (red),80,819.000,205.500,0.973,1.173,0.853,0.952
202,041172025_PRAS_DF4x_10x_Q4.jpg (red),81,1868.969,206.759,0.849,1.206,0.829,0.880
203,041172025_PRAS_DF4x_10x_Q4.jpg (red),25,145.500,204.780,0.954,1.814,0.551,0.877
204,041172025_PRAS_DF4x_10x_Q4.jpg (red),40,1607.275,206.050,0.624,1.508,0.663,0.755
205,041172025_PRAS_DF4x_10x_Q4.jpg (red),30,339.400,206.400,0.679,1.656,0.604,0.759
206,041172025_PRAS_DF4x_10x_Q4.jpg (red),31,1130.919,209.081,0.886,1.689,0.592,0.827
207,041172025_PRAS_DF4x_10x_Q4.jpg (red),14,909.929,208.143,0.675,1.518,0.659,0.757
208,041172025_PRAS_DF4x_10x_Q4.jpg (red),12,680.500,208.917,0.719,1.623,0.616,0.774
209,041172025_PRAS_DF4x_10x_Q4.jpg (red),100,1905.030,214.810,0.868,1.454,0.688,0.889
210,041172025_PRAS_DF4x_10x_Q4.jpg (red),47,172.330,216.372,0.929,1.006,0.994,0.855
211,041172025_PRAS_DF4x_10x_Q4.jpg (red),20,740.450,217.200,0.994,1.237,0.808,0.889
212,041172025_PRAS_DF4x_10x_Q4.jpg (red),37,2226.338,218.824,0.838,1.359,0.736,0.822
213,041172025_PRAS_DF4x_10x_Q4.jpg (red),89,20.927,224.073,0.530,1.197,0.835,0.777
214,041172025_PRAS_DF4x_10x_Q4.jpg (red),45,370.767,222.500,0.732,1.960,0.510,0.818
215,041172025_PRAS_DF4x_10x_Q4.jpg (red),16,924.500,224.000,0.958,2.001,0.500,0.941
216,041172025_PRAS_DF4x_10x_Q4.jpg (red),105,1791.014,227.471,0.768,1.303,0.768,0.871
217,041172025_PRAS_DF4x_10x_Q4.jpg (red),63,1121.548,226.579,0.983,1.019,0.982,0.900
218,041172025_PRAS_DF4x_10x_Q4.jpg (red),82,1833.451,228.000,0.768,1.375,0.727,0.824
219,041172025_PRAS_DF4x_10x_Q4.jpg (red),40,961.575,228.875,0.736,1.586,0.631,0.800
220,041172025_PRAS_DF4x_10x_Q4.jpg (red),47,758.032,231.372,0.584,1.554,0.643,0.740
221,041172025_PRAS_DF4x_10x_Q4.jpg (red),71,1507.725,233.077,0.869,1.433,0.698,0.861
222,041172025_PRAS_DF4x_10x_Q4.jpg (red),81,2132.772,233.488,0.726,1.709,0.585,0.798
223,041172025_PRAS_DF4x_10x_Q4.jpg (red),107,1981.874,237.051,0.958,1.166,0.858,0.911
224,041172025_PRAS_DF4x_10x_Q4.jpg (red),42,238.857,236.238,0.808,1.339,0.747,0.866
225,041172025_PRAS_DF4x_10x_Q4.jpg (red),37,2071.419,236.149,0.881,1.478,0.676,0.841
226,041172025_PRAS_DF4x_10x_Q4.jpg (red),82,579.939,238.780,0.968,1.138,0.879,0.906
227,041172025_PRAS_DF4x_10x_Q4.jpg (red),37,1013.473,237.635,0.668,1.336,0.749,0.804
228,041172025_PRAS_DF4x_10x_Q4.jpg (red),82,2100.280,239.024,0.934,1.266,0.790,0.906
229,041172025_PRAS_DF4x_10x_Q4.jpg (red),25,418.020,239.140,0.676,1.211,0.826,0.781
230,041172025_PRAS_DF4x_10x_Q4.jpg (red),80,1057.412,241.550,0.925,1.132,0.883,0.920
231,041172025_PRAS_DF4x_10x_Q4.jpg (red),33,1663.288,240.136,0.892,1.208,0.828,0.846
232,041172025_PRAS_DF4x_10x_Q4.jpg (red),5,562.700,239.300,0.674,2.749,0.364,0.769
233,041172025_PRAS_DF4x_10x_Q4.jpg (red),22,362.682,240.727,0.665,2.187,0.457,0.746
234,041172025_PRAS_DF4x_10x_Q4.jpg (red),57,1333.395,242.447,0.874,1.148,0.871,0.870
235,041172025_PRAS_DF4x_10x_Q4.jpg (red),12,960.667,243.833,0.851,1.423,0.703,0.750
236,041172025_PRAS_DF4x_10x_Q4.jpg (red),7,284.786,246.500,1.000,1.069,0.936,0.875
237,041172025_PRAS_DF4x_10x_Q4.jpg (red),82,403.573,249.902,0.921,1.063,0.941,0.868
238,041172025_PRAS_DF4x_10x_Q4.jpg (red),70,1174.043,250.643,0.627,1.120,0.892,0.838
239,041172025_PRAS_DF4x_10x_Q4.jpg (red),117,73.209,253.218,0.917,1.356,0.737,0.911
240,041172025_PRAS_DF4x_10x_Q4.jpg (red),18,1226.056,250.333,0.687,2.138,0.468,0.766
241,041172025_PRAS_DF4x_10x_Q4.jpg (red),86,1610.453,253.337,0.889,1.126,0.888,0.860
242,041172025_PRAS_DF4x_10x_Q4.jpg (red),115,1629.335,255.413,0.969,1.214,0.824,0.939
243,041172025_PRAS_DF4x_10x_Q4.jpg (red),48,1067.625,254.333,0.866,1.307,0.765,0.821
244,041172025_PRAS_DF4x_10x_Q4.jpg (red),7,827.214,252.929,0.943,1.936,0.517,0.933
245,041172025_PRAS_DF4x_10x_Q4.jpg (red),152,1714.211,261.053,0.831,1.406,0.711,0.886
246,041172025_PRAS_DF4x_10x_Q4.jpg (red),79,398.500,258.525,0.933,1.310,0.764,0.893
247,041172025_PRAS_DF4x_10x_Q4.jpg (red),61,893.320,258.549,0.951,1.029,0.972,0.884
248,041172025_PRAS_DF4x_10x_Q4.jpg (red),59,1597.483,259.297,0.959,1.352,0.740,0.894
249,041172025_PRAS_DF4x_10x_Q4.jpg (red),6,1774.333,256.167,0.532,2.642,0.378,0.667
250,041172025_PRAS_DF4x_10x_Q4.jpg (red),111,2191.437,260.626,0.923,1.055,0.948,0.899
251,041172025_PRAS_DF4x_10x_Q4.jpg (red),60,221.033,261.600,0.976,1.064,0.940,0.896
