351,648
354,639
414,741
432,735
414,759
411,792
363,726
339,771
342,777
345,792
324,795
300,798
297,774
276,765
282,750
252,750
273,735
276,675
207,630
165,645
177,720
150,687
132,675
141,600
123,603
105,600
108,588
78,612
33,606
48,633
18,666
105,636
75,663
63,693
42,729
21,756
48,804
102,801
132,789
174,798
201,807
231,807
261,825
243,843
204,843
45,846
27,846
264,888
273,921
255,960
249,999
213,909
189,981
129,939
90,978
69,954
36,1005
18,1026
21,1068
90,1008
93,1023
63,1074
183,1020
213,1056
204,1095
219,1083
240,1098
261,1101
288,1080
309,1113
288,1131
342,1152
324,1164
303,1179
432,1179
450,1176
381,1185
441,1185
462,1206
486,1212
345,1197
249,1206
231,1179
216,1203
192,1197
192,1179
222,1158
252,1149
156,1188
168,1176
147,1170
111,1182
93,1203
84,1173
93,1155
117,1143
117,1116
114,1089
126,1104
36,1161
9,1149
2.2737e-13,1173
2286,1470
2286,1350
2283,1326
2289,1251
2256,1212
2265,1269
2217,1305
2223,1332
2235,1335
2181,1329
2208,1365
2220,1380
2238,1416
2229,1440
2184,1233
2178,1254
2169,1194
2151,1200
2115,1224
2130,1257
2142,1284
2124,1305
2085,1293
2076,1194
2052,1206
2052,1218
2031,1197
2034,1236
2043,1275
2016,1269
1974,1236
1962,1203
1959,1281
1875,1275
1875,1242
1821,1242
1806,1251
1788,1245
1761,1239
1761,1224
1752,1221
1752,1203
1803,1296
1809,1329
1755,1335
1740,1317
1713,1353
1854,1329
1845,1338
1929,1329
1974,1332
2004,1353
2037,1335
2004,1365
2088,1374
2118,1353
2142,1359
2271,1524
2274,1638
2238,1749
2196,1734
2172,1743
2133,1716
2151,1713
2160,1698
2205,1674
2238,1671
2247,1629
2226,1620
2211,1626
2181,1638
2199,1581
2223,1575
2205,1557
2220,1545
2190,1506
2130,1530
2160,1467
2121,1437
2076,1437
2049,1443
2046,1491
2100,1560
2070,1548
2043,1560
2034,1701
2043,1671
2022,1665
1995,1656
1998,1491
2007,1473
1935,1548
1908,1548
1956,1491
1944,1482
1986,1422
1950,1437
1926,1413
1908,1398
1872,1446
1854,1416
1857,1461
1782,1416
1875,1503
1854,1512
1839,1488
1836,1509
1818,1479
1806,1491
1794,1506
1767,1557
1809,1602
1836,1608
1791,1629
1749,1629
1869,1647
1917,1686
1854,1710
1947,1734
1962,1740
2007,1767
2034,1755
2073,1776
2157,1758
2238,1770
2283,1788
2271,1809
2244,1809
2250,1851
2175,1812
2172,1842
2163,1857
2112,1842
2118,1857
2157,1893
2160,1920
2205,1920
2238,1935
2256,1977
2220,2010
2226,2046
2163,2037
2289,2274
2265,2301
2250,2283
2238,2301
2199,2277
2109,2265
2100,2244
2115,2235
2133,2226
2154,2229
2145,2196
2118,2187
2094,2193
2166,2163
2154,2151
2169,2151
2208,2136
2259,2136
2271,2148
2262,2178
2130,2136
2124,2106
2130,1956
2109,1980
2088,1980
2070,1968
2070,1953
2100,1953
2115,1914
2070,2013
2007,1986
2010,2004
2019,2028
2034,2052
2061,2073
2046,2091
2016,2091
2058,2208
1989,2196
1998,2241
2025,2253
2046,2268
1914,2178
1935,2166
1935,2142
1950,2127
1968,2118
1917,2145
1905,2154
1896,2130
1893,2118
1842,2154
1845,2184
1812,2196
1824,2223
1761,2151
1785,2127
1761,2190
1734,2244
1746,2253
1728,2289
1743,2310
1779,2283
1797,2262
1746,2130
1728,2115
1803,2094
1818,2094
1857,2064
1887,2049
1788,2070
1809,2040
1812,2004
1722,2040
2055,1815
2022,1827
2016,1941
1995,1932
1959,1932
2028,1902
2016,1899
2004,1860
1989,1803
1977,1800
1923,1800
1905,1764
1893,1767
1872,1755
1860,1743
1848,1767
1863,1809
1839,1833
1830,1836
1845,1896
1833,1920
1770,1944
1803,1899
1800,1878
1797,1863
1740,1896
1737,1854
1716,1839
1776,1806
1770,1773
1728,1782
1722,1716
1719,1659
1722,1497
1704,1197
1662,1212
1629,1233
1668,1269
1668,1332
1635,1329
1632,1317
1686,1383
1656,1392
1626,1377
1680,1437
1692,1461
1680,1497
1701,1524
1656,1491
1683,1554
1656,1560
1641,1554
1671,1599
1704,1611
1638,1620
1653,1644
1674,1662
1683,1704
1611,1728
1629,1701
1608,1695
1596,1638
1599,1617
1647,1752
1623,1761
1677,1776
1572,1755
1572,1743
1539,1746
1563,1731
1500,1707
1482,1698
1488,1686
1449,1701
1539,1614
1482,1596
1503,1566
1506,1557
1512,1524
1563,1467
1620,1461
1530,1401
1488,1419
1602,1350
1569,1323
1590,1290
1536,1227
1548,1203
1530,1278
1551,1326
1515,1335
1476,1338
1449,1263
1428,1299
1401,1302
1314,1296
1302,1218
1269,1290
1254,1194
1221,1176
1203,1191
1188,1188
1176,1206
1149,1191
1131,1221
1137,1236
1176,1245
1215,1269
1188,1299
1194,1347
1305,1344
1320,1368
1401,1416
1461,1452
1455,1506
1422,1521
